ID,20S20R1,7S7R100,9S9R100,3S3R100,21S21R1,22S22R1,8S8R100,6S6R100,2S2R100,5S5R100,16S16R1,17S17R1,1S1R100,15S15R1,18S18R1,19S19R1,14S14R1,11S11R1,4S4R100,10S10R1,12S12R1,13S13R1
Lactobacillus virus Lb338-1,0,9,1,2,0,2,1,0,5,0,18,0,1,1,0,4,1,3,2,1,0,8
Leptospira phage LE1,3,3,0,2,0,5,1,2,6,7,1,1,1,2,0,3,2,3,3,0,1,1
Listeria phage LMSP-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Listeria phage LMTA-148,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,3
Microcystis aeruginosa phage Ma-LMM01,0,2,0,2,0,0,0,0,3,1,16,0,0,0,0,0,0,0,0,2,0,6
Microcystis phage MaMV-DC,0,4,0,1,0,0,0,0,0,1,9,5,0,0,0,0,0,2,0,0,0,5
Morganella phage vB_MmoM_MP1,5,9,2,0,2,16,2,7,15,0,21,6,4,4,3,6,12,1,6,10,3,15
Mycobacterium phage Alice,0,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage HyRo,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mycobacterium phage Myrna,0,1,2,4,0,7,9,1,2,3,20,1,0,0,1,0,1,12,1,17,0,1
Mycobacterium phage Tonenili,0,2,3,1,0,1,4,0,8,0,6,0,0,0,0,0,0,3,2,2,0,1
Myoviridae NA NA,266,869,1727,280,801,506,531,504,827,129,1218,842,175,601,291,195,388,171,386,1005,186,1097
Pectobacterium bacteriophage PM2,3,0,4,1,6,5,0,2,13,0,7,2,0,1,0,0,0,1,1,1,1,1
Pectobacterium phage PM1,0,8,1,0,4,0,1,6,0,1,17,2,0,2,0,2,0,0,5,2,3,9
Pectobacterium phage PP101,6,4,0,2,1,123,2,0,5,0,4,11,1,0,2,2,5,2,1,6,0,3
Pectobacterium phage ZF40,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Pelagibacter phage HTVC008M,2,98,4,7,314,21,1,3,41,1,48,11,5,15,5,3,6,11,1,343,3,9
Prochlorococcus phage MED4-184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prochlorococcus phage MED4-213,0,4,0,0,2,9,0,0,5,0,1,0,0,0,0,0,0,1,0,16,0,0
Prochlorococcus phage P-HM1,1,13,2,0,13,0,1,0,2,1,0,0,0,0,0,0,0,0,0,22,0,0
Prochlorococcus phage P-HM2,0,13,0,0,36,4,0,4,9,2,3,4,2,0,0,2,3,0,1,28,2,4
Prochlorococcus phage P-RSM4,0,7,0,0,14,0,0,0,3,0,4,1,0,4,0,0,1,3,0,22,0,0
Prochlorococcus phage P-SSM3,0,2,0,0,4,1,0,0,2,0,4,0,0,0,0,0,0,1,0,16,0,3
Prochlorococcus phage P-SSM7,2,16,1,2,43,5,2,0,8,2,24,2,2,5,0,4,2,7,1,81,0,6
Prochlorococcus phage P-TIM68,4,125,3,6,128,3,0,2,26,0,25,8,2,13,5,1,5,1,7,225,2,5
Pseudoalteromonas phage H101,5,23,261,7,8,6,6,11,34,7,67,58,5,43,8,10,17,6,14,20,8,44
Pseudomonas phage DL60,0,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0
Pseudomonas phage JG024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pseudomonas phage Lu11,11,28,86,10,1,10,19,38,15,7,46,19,9,36,11,8,18,11,14,38,29,30
Pseudomonas phage OBP,45,70,76,24,39,9,6,39,10,16,73,68,81,83,26,27,70,10,97,53,8,64
Pseudomonas phage PA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pseudomonas phage PAK_P2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas phage PPpW-3,8,16,26,11,16,18,9,9,29,5,18,14,3,4,2,18,12,3,6,10,0,34
Pseudomonas phage PaBG,99,139,400,88,26,34,128,159,56,63,180,71,82,344,55,82,80,98,117,115,318,190
Pseudomonas phage PaoP5,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0
Pseudomonas phage VCM,13,27,9,3,37,6,76,12,27,5,56,10,1,8,5,1,7,2,7,43,2,56
Pseudomonas phage phiPMW,20,66,24,25,26,11,110,38,48,14,169,90,6,51,9,11,40,17,34,105,27,192
Pseudomonas phage phiPsa374,11,57,30,12,14,30,39,8,26,1,116,13,10,16,10,7,22,19,7,34,10,89
Pseudomonas phage vB_PaeM_PS24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pseudomonas phage vB_PsyM_KIL1,15,46,84,22,22,4,90,14,29,5,80,49,8,16,7,3,18,6,10,46,12,74
Psychrobacter phage pOW20-A,1,25,42,29,20,0,5,3,9,8,50,3,10,10,4,3,4,0,4,34,2,31
Ralstonia phage RSP15,10,34,24,7,26,50,2,13,58,3,45,20,8,10,11,13,19,18,20,45,18,18
Rhizobium phage RHE,4,9,1,4,3,32,7,3,14,3,20,1,2,1,0,0,2,6,0,13,1,11
Rhizobium phage RR1-A,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,4,1,0,3,0,0
Rhizobium phage RR1-B,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0
Rhizobium phage vB_RleM_P10VF,8,11,3,2,20,33,0,2,11,0,3,0,0,7,4,2,7,3,2,9,1,9
Rhizobium phage vB_RleM_PPF1,0,3,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,3,3,3,1,1
Rhodococcus phage E3,0,16,2,3,0,3,2,1,5,1,27,5,0,2,1,0,2,1,0,11,0,4
Rhodothermus phage RM378,0,6,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,0,1,4,1,0
Salmonella phage 21,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Salmonella phage 38,2,1,0,0,0,0,1,0,2,0,1,4,0,1,0,0,2,0,0,1,0,3
Salmonella phage BPS15Q2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Salmonella phage FSL SP-012,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Salmonella phage FSL SP-107,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
Salmonella phage NR01,0,0,1,1,1,1,1,1,2,0,5,2,0,1,1,0,0,2,3,5,0,14
Salmonella phage SKML-39,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,1
Salmonella phage vB_SalM_PM10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Serratia phage KSP90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serratia phage phiMAM1,8,3,4,0,0,2,0,2,17,1,16,0,1,1,6,3,4,2,2,4,0,5
Serratia phage vB_Sru_IME250,1,0,2,0,1,1,0,4,4,0,2,0,0,0,0,0,4,0,0,1,0,1
Shewanella phage Spp001,0,2,4,2,1,0,0,1,1,0,4,2,0,2,0,0,3,1,2,0,0,12
Shewanella sp. phage 1/40,12,21,166,6,14,13,8,9,36,2,60,80,3,72,1,4,24,7,6,33,0,51
Shewanella sp. phage 1/41,7,11,60,4,1,1,1,5,15,2,28,99,4,36,9,9,13,1,9,33,2,49
Shewanella sp. phage 1/44,7,5,0,5,1,4,1,7,23,0,11,32,5,4,2,3,2,2,1,6,2,10
Shewanella sp. phage 1/4,9,7,4,1,6,14,128,2,28,0,38,68,0,27,6,0,9,6,2,17,5,28
Shewanella sp. phage 3/49,12,28,11,15,7,14,7,16,25,11,51,445,17,19,40,5,10,2,19,16,5,66
Sinorhizobium phage phiM9,5,7,6,3,7,11,0,5,12,4,12,0,2,1,3,0,5,3,6,13,2,7
Sphingomonas phage PAU,1,4,0,9,2,31,0,2,11,2,11,2,0,16,1,2,4,2,7,2,1,4
Staphylococcus phage SA1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Staphylococcus phage StAP1,0,1,0,0,1,1,0,0,3,0,5,1,0,1,0,0,0,1,0,3,0,0
Streptococcus phage EJ-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Synechococcus phage S-CAM1,7,15,2,4,54,9,4,1,10,2,3,1,8,3,4,5,3,5,3,131,2,4
Synechococcus phage S-CAM8,1,6,2,1,9,6,1,0,21,0,19,0,1,0,4,3,1,2,1,33,0,5
Synechococcus phage S-CBM2,1,41,5,1,82,6,0,2,20,5,15,1,0,3,0,0,1,12,3,48,1,6
Synechococcus phage S-CRM01,11,33,1,8,98,12,3,2,44,2,39,7,6,10,6,0,6,6,19,70,6,38
Synechococcus phage S-IOM18,0,8,0,2,26,3,0,0,1,0,10,0,0,2,0,1,0,3,0,22,0,1
Synechococcus phage S-RIM2,0,6,0,0,13,0,0,0,5,0,2,0,0,1,2,0,0,3,0,14,1,0
Synechococcus phage S-RIM8,0,15,0,0,13,2,0,0,4,0,6,0,0,5,0,0,1,1,0,4,0,1
Synechococcus phage S-RIMy,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synechococcus phage S-RSM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Synechococcus phage S-SM1,0,8,0,0,22,6,0,2,1,0,3,0,0,1,1,0,1,0,0,21,0,0
Synechococcus phage S-SM2,2,186,6,5,145,9,0,2,22,3,38,1,0,4,4,1,3,4,1,315,1,9
Synechococcus phage S-SSM4,4,12,10,3,39,7,0,0,21,0,11,2,1,1,11,1,20,7,5,47,0,2
Synechococcus phage S-SSM5,0,4,1,1,2,1,0,1,5,0,5,0,0,0,0,0,0,0,0,13,1,2
Synechococcus phage S-SSM7,4,52,3,0,144,9,0,4,25,1,38,2,0,4,7,2,10,3,2,142,1,0
Synechococcus phage S-WAM1,10,31,3,1,53,10,2,1,14,1,19,5,7,7,0,1,3,9,3,50,5,4
Synechococcus phage S-WAM2,0,27,0,1,26,7,0,2,8,1,8,0,0,0,2,0,0,2,0,25,2,2
Synechococcus phage Syn19,0,8,0,0,15,7,0,0,2,0,5,0,1,0,0,0,2,2,0,23,0,2
Thermus phage TMA,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0
Thermus phage phiYS40,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Vibrio phage 11895-B1,16,20,353,11,18,20,7,14,37,6,79,92,4,47,3,6,23,14,12,26,15,62
Vibrio phage CP-T1,0,3,1,3,1,33,3,1,9,0,8,1,0,2,1,0,3,0,0,5,0,7
Vibrio phage H188,10,13,3,4,5,3,20,10,7,1,29,6,1,1,1,0,5,2,21,15,7,9
Vibrio phage ICP1,20,59,39,15,18,18,17,21,60,7,67,70,11,146,12,3,18,11,24,31,10,89
Vibrio phage VP4B,0,7,29,10,11,9,2,2,7,7,7,1,1,4,2,4,7,0,3,1,1,10
Vibrio phage X29,4,1,0,3,3,1,4,1,1,0,4,12,4,2,4,5,1,1,2,4,3,3
Vibrio phage martha 12B12,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Vibrio phage phi16,3,9,6,0,2,2,0,0,16,2,17,11,0,6,1,1,1,2,1,10,2,1
Vibrio phage vB_ValP_IME234,0,1,0,1,2,0,37,0,1,0,12,2,0,1,1,0,2,3,1,0,1,8
Vibrio phage vB_VchM-138,0,5,1,0,0,1,2,0,3,0,5,36,5,13,1,0,4,2,0,7,0,9
Xanthomonas phage vB_XveM_DIBBI,2,3,128,1,0,5,4,4,2,0,6,1,1,0,0,0,3,0,4,9,1,6
Yersinia phage PY100,4,5,0,5,43,2,1,2,10,0,13,33,2,7,0,3,2,2,4,3,1,6
Yersinia phage fHe-Yen9-01,1,2,2,1,4,2,0,2,6,0,1,0,3,1,2,0,2,0,0,1,0,0
Yersinia phage phiR1-37,1,8,95,32,14,12,3,5,18,24,31,5,3,12,5,2,4,6,9,11,1,9
uncultured Myoviridae,24,73,4,19,150,39,1,13,60,10,45,5,8,3,26,3,17,8,13,128,9,9
uncultured cyanomyovirus,0,13,0,0,4,3,0,0,6,0,4,0,0,1,0,0,4,0,2,9,0,0
Bacillus virus Grass,1,0,1,1,1,0,0,0,5,0,1,1,0,0,1,0,3,1,2,3,1,4
Bacillus virus NIT1,0,1,0,2,3,2,0,0,1,0,2,0,1,0,0,0,0,0,0,4,0,0
Nit1virus NA,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0
Enterobacteria phage D6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia virus P1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Burkholderia phage KL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Burkholderia phage KS14,1,0,0,4,0,0,0,1,1,2,0,2,1,0,0,2,0,2,0,1,0,0
Escherichia virus 186,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2
Escherichia virus P2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2virus NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ralstonia phage RSA1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ralstonia phage RSY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Stenotrophomonas phage Smp131,0,0,0,0,0,6,0,0,2,0,0,7,0,0,0,0,0,1,0,0,1,0
Vibrio phage Ch457,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pakpunavirus NA,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Pseudomonas virus CAb02,0,4,0,0,0,1,0,0,3,0,11,1,0,0,0,0,0,0,0,1,0,0
Pseudomonas virus CAb1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas virus JG004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas virus PAKP1,0,5,0,5,3,1,0,0,3,0,2,2,2,0,0,0,0,4,0,1,0,2
Pseudomonas virus PAKP4,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkholderia virus BcepF1,0,2,0,0,1,4,0,2,15,0,6,2,2,4,0,1,1,2,1,7,0,2
Pbunavirus NA,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pseudomonas phage PB1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Phikzvirus NA,9,3,0,6,6,4,0,4,5,0,2,0,0,0,1,1,2,1,3,2,0,2
Pseudomonas phage 201phi2-1,15,32,51,62,56,23,4,21,36,9,46,9,26,14,13,26,20,17,16,37,15,26
Pseudomonas phage PhiPA3,34,41,42,106,140,27,2,16,61,23,44,13,31,17,21,56,19,10,34,54,15,30
Pseudomonas phage phiKZ,4,5,0,15,5,4,0,1,8,1,5,1,1,0,1,8,0,3,1,1,0,2
Escherichia virus JSE,0,1,2,1,5,2,0,0,5,1,7,3,1,1,2,2,0,0,2,7,0,5
Escherichia virus RB49,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Escherichia virus phi1,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Rb49virus NA,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Escherichia virus JS09,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Escherichia virus RB69,1,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,0,0
Rb69virus NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rsl2virus NA,16,27,20,24,8,24,3,10,24,12,25,6,23,7,11,13,17,4,18,26,2,12
Ralstonia virus RSF1,12,15,41,12,6,5,2,6,16,2,14,6,15,2,4,4,6,8,5,20,8,9
Ralstonia virus RSL2,19,39,38,13,8,38,14,17,37,9,13,19,13,5,8,11,24,6,21,29,8,10
Ralstonia virus RSL1,18,21,13,4,6,13,6,13,39,13,47,9,14,13,21,6,32,32,3,26,10,31
S16virus NA,0,1,0,0,3,0,0,0,0,0,0,5,0,1,0,0,4,0,1,0,0,0
Salmonella virus S16,0,0,0,1,0,3,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,3
Salmonella virus STML198,0,0,0,1,0,1,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,2
Schizot4virus NA,15,18,2,6,37,64,7,20,27,7,51,11,13,8,3,4,15,9,39,35,3,20
Vibrio phage VH7D,4,1,0,0,9,0,0,2,6,2,5,15,0,17,32,1,0,2,0,5,0,2
Vibrio virus KVP40,0,7,2,1,13,16,0,1,9,0,9,10,0,24,3,0,3,1,3,9,3,11
Vibrio virus ValKK3,0,2,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0
Vibrio virus nt1,10,6,1,3,17,7,0,14,9,3,8,6,5,6,9,3,14,8,17,11,10,8
Cronobacter virus GAP31,4,6,0,0,1,8,2,1,10,0,4,3,1,0,0,1,3,2,2,4,0,3
Escherichia virus 4MG,0,0,0,1,0,1,0,3,4,0,3,6,0,1,1,2,2,2,2,5,0,6
Se1virus NA,6,12,9,4,1,2,3,8,10,3,29,18,0,13,23,3,12,6,4,24,0,23
Salmonella virus SE1,1,1,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0
Salmonella virus SSE121,0,4,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,1
Aeromonas virus AS4,7,5,2,4,0,1,0,2,5,2,13,27,1,23,1,0,1,0,3,2,0,22
Aeromonas virus Aes12,3,9,14,0,1,0,6,8,3,9,8,33,0,12,0,6,7,1,6,2,0,8
Aeromonas virus Aes508,1,4,2,5,0,0,3,5,1,3,8,25,0,4,0,0,1,1,3,1,0,5
Secunda5virus NA,0,12,3,4,0,0,0,2,1,1,6,49,0,9,2,2,3,5,1,0,0,5
Stenotrophomonas virus IME13,3,5,0,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,1
Sep1virus NA,0,0,0,1,0,0,0,3,0,0,2,0,0,3,0,0,0,1,2,1,0,3
Staphylococcus virus IPLAC1C,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Staphylococcus virus SEP1,1,0,0,0,1,1,0,1,1,0,3,1,0,0,4,3,0,0,1,1,0,0
Silviavirus NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Staphylococcus phage Stau2,0,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
Staphylococcus virus SA11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Escherichia virus VR20,1,7,18,1,0,0,1,4,2,0,2,1,0,7,0,0,1,0,0,4,0,1
Escherichia virus VR25,1,1,4,1,1,0,1,2,0,0,6,1,0,0,0,0,1,0,1,0,0,1
Escherichia virus VR26,1,4,11,0,0,0,1,3,2,0,2,1,0,9,0,1,1,0,1,2,0,1
Escherichia virus VR7,1,3,7,0,4,0,0,1,1,0,5,0,0,0,2,0,2,2,0,1,0,2
Sp18virus NA,7,26,54,9,4,2,4,20,5,2,18,4,3,28,1,1,14,4,11,10,4,10
Shigella virus SP18,0,1,23,1,2,0,0,3,2,0,3,0,0,3,0,0,1,1,0,1,0,2
Salmonella virus SPN3US,15,10,4,7,2,0,3,11,1,1,2,6,5,1,5,0,7,0,2,2,6,5
Bacillus virus Camphawk,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,0,0,1,0,0,0,0
Bacillus virus SPO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1
Spo1virus NA,2,10,6,1,0,6,1,6,2,0,4,2,0,4,0,1,0,14,1,14,8,2
Escherichia virus SUSP1,0,1,2,0,0,1,0,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0
Escherichia virus SUSP2,0,3,1,0,1,0,1,3,2,0,5,22,0,2,0,0,0,0,0,2,0,4
Suspvirus NA,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1
Acinetobacter phage Ac42,16,18,5,16,17,61,7,20,73,1,26,19,3,23,3,6,34,6,8,12,10,32
Acinetobacter phage Acj61,8,22,72,38,2,3,50,36,11,7,39,23,3,125,10,4,24,8,165,8,22,35
Acinetobacter phage Acj9,2,45,7,5,6,29,11,19,10,5,48,6,5,26,4,2,28,1,19,5,1,45
Acinetobacter phage ZZ1,6,19,5,2,6,4,6,13,13,0,27,7,3,9,3,3,12,4,12,6,4,33
Acinetobacter virus 133,4,27,12,10,6,5,26,23,18,3,32,5,5,9,10,10,13,3,39,12,6,23
Aeromonas phage Aes002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Aeromonas phage Aes007,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Aeromonas phage Aes120,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Aeromonas phage Aes516,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
Aeromonas phage CC2,8,12,23,5,13,14,6,7,33,1,24,9,2,29,3,2,11,2,5,7,2,26
Aeromonas phage PX29,10,2,4,15,3,2,2,5,10,4,11,0,4,16,6,3,4,1,10,8,2,6
Aeromonas phage phiAS5,11,0,1,29,22,2,0,4,16,5,11,3,3,16,1,8,10,0,28,10,0,5
Aeromonas virus 25,0,3,4,2,0,1,1,1,2,1,15,66,0,8,11,1,5,0,1,3,1,3
Aeromonas virus 31,0,1,0,0,0,1,0,4,1,0,1,13,0,0,0,0,0,0,1,1,0,1
Aeromonas virus 65,6,10,7,10,11,2,2,6,22,2,27,16,7,23,10,8,14,10,9,11,1,16
Aeromonas virus Aeh1,12,12,3,10,16,16,2,3,8,7,11,0,4,11,11,11,3,2,6,11,1,6
Citrobacter phage IME-CF2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter phage Margaery,0,1,1,2,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
Cronobacter phage vB_CsaM_GAP161,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1
Cronobacter phage vB_CsaM_leE,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteria phage GEC-3S,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteria phage JS98-C3,0,0,1,0,0,0,0,0,2,0,1,2,0,16,0,0,0,0,0,0,0,1
Enterobacteria phage JS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteria phage QL01,0,0,0,0,0,6,0,0,9,0,0,0,1,0,0,0,0,3,3,0,1,1
Enterobacteria phage RB14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacteria phage RB16,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
Enterobacteria phage RB3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1
Enterobacteria phage RB43,0,2,1,0,0,2,0,0,2,0,2,1,0,1,0,1,0,0,0,0,0,0
Enterobacteria phage RB51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Enterobacteria phage T4 sensu lato,1,2,1,1,0,1,0,0,3,1,1,1,0,4,0,0,0,0,0,3,1,2
Enterobacteria phage U5,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
Escherichia phage Lw1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,3,0,0,0,3
Escherichia phage MX01,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Escherichia phage WG01,0,1,0,2,0,0,0,5,0,0,2,0,0,4,1,1,7,0,1,0,1,0
Escherichia phage YUEEL01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia phage slur02,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Escherichia phage slur08,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia phage vB_EcoM_PhAPEC2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escherichia phage wV7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Escherichia virus AR1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1
Escherichia virus C40,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Escherichia virus E112,1,9,0,6,1,0,0,2,0,1,1,0,0,6,3,0,5,5,1,1,1,1
Escherichia virus ECML134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4virus NA,29,37,14,25,68,35,5,23,54,16,58,19,13,33,12,12,22,16,36,61,4,22
Prochlorococcus phage P-SSM2,2,85,2,13,116,16,0,6,23,5,44,0,2,6,7,5,5,9,5,188,0,6
Proteus phage vB_PmiM_Pm5461,11,12,21,9,15,7,6,7,18,3,28,13,3,9,2,8,16,6,8,10,3,11
Salmonella phage STP4-a,0,2,0,0,3,0,0,0,0,0,3,2,0,3,1,0,0,0,0,1,1,0
Salmonella phage vB_SnwM_CGG4-1,0,0,1,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,2,0,0
Serratia phage PS2,12,5,1,5,8,30,3,6,15,2,11,8,2,0,3,0,3,3,1,14,5,15
Shigella phage SHBML-50-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Shigella phage SHFML-11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shigella phage SHSML-45,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Shigella phage SHSML-52-1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
Shigella virus Shfl2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stenotrophomonas phage IME-SM1,7,45,4,2,55,15,12,18,40,9,40,5,9,12,13,7,14,8,8,30,8,22
Stenotrophomonas phage Smp14,0,1,0,0,1,0,0,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0
Synechococcus phage ACG-2014b,3,1,0,0,8,1,0,1,1,0,3,0,1,0,1,0,0,0,1,9,0,0
Synechococcus phage ACG-2014c,0,9,0,3,24,2,0,2,1,0,4,1,0,0,4,0,1,1,0,16,1,0
Synechococcus phage ACG-2014d,0,21,0,0,12,25,0,0,16,0,5,2,1,3,0,0,0,2,0,31,0,3
Synechococcus phage ACG-2014e,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,11,0,0
